word_id,french,article,english,phonetic,week_introduced,topic,status,high_frequency,appears_in_reading,appears_in_writing,example_french,example_english,notes
W0483,ma,,my feminine,listen and repeat,7,recent review from Week 5,active,yes,yes,yes,Ma lampe est jaune.,My lamp is yellow.,recent review; Week 7 cumulative practice item 33
W0484,du,,some masculine,listen and repeat,7,recent review from Week 6,active,yes,yes,yes,Alex prend du pain.,Alex takes some bread.,recent review; Week 7 cumulative practice item 34
W0485,mes,,my plural,listen and repeat,7,recent review from Week 5,active,yes,yes,yes,Mes cahiers sont dans mon sac.,My notebooks are in my bag.,recent review; Week 7 cumulative practice item 35
W0486,de la,,some feminine,listen and repeat,7,recent review from Week 6,active,yes,yes,yes,Samira prend de la soupe.,Samira has some soup.,recent review; Week 7 cumulative practice item 36
W0487,ton,,your masculine informal,listen and repeat,7,recent review from Week 5,active,yes,yes,yes,Ton sac est noir.,Your bag is black.,recent review; Week 7 cumulative practice item 37
W0488,de l',,some before vowel,listen and repeat,7,recent review from Week 6,active,yes,yes,yes,Je voudrais de l'eau.,I would like some water.,recent review; Week 7 cumulative practice item 38
W0489,ta,,your feminine informal,listen and repeat,7,recent review from Week 5,active,yes,yes,yes,Ta chambre est claire.,Your bedroom is bright.,recent review; Week 7 cumulative practice item 39
W0490,pas de,,not any,listen and repeat,7,recent review from Week 6,active,yes,yes,yes,Marc ne veut pas de dessert.,Marc does not want any dessert.,recent review; Week 7 cumulative practice item 40
W0491,tes,,your plural informal,listen and repeat,7,recent review from Week 5,active,yes,yes,yes,Tes stylos sont rouges.,Your pens are red.,recent review; Week 7 cumulative practice item 41
W0492,cafe,un,coffee / cafe,kah-FAY,7,recent review from Week 6,active,yes,yes,yes,Je voudrais un cafe chaud.,I would like a hot coffee.,recent review; Week 7 cumulative practice item 42
W0493,son,,his/her masculine,listen and repeat,7,recent review from Week 5,active,yes,yes,yes,Son frere est en classe.,His/her brother is in class.,recent review; Week 7 cumulative practice item 43
W0494,eau,une,water,oh,7,recent review from Week 6,active,yes,yes,yes,Samira boit de l'eau.,Samira drinks water.,recent review; Week 7 cumulative practice item 44
W0495,sa,,his/her feminine,listen and repeat,7,recent review from Week 5,active,yes,yes,yes,Sa soeur est au cafe.,His/her sister is at the cafe.,recent review; Week 7 cumulative practice item 45
W0496,the,un,tea,tay,7,recent review from Week 6,active,yes,yes,yes,Madame Dupont prend du the.,Madame Dupont has tea.,recent review; Week 7 cumulative practice item 46
W0497,ses,,his/her plural,listen and repeat,7,recent review from Week 5,active,yes,yes,yes,Ses parents sont gentils.,His/her parents are kind.,recent review; Week 7 cumulative practice item 47
W0498,lait,un,milk,leh,7,recent review from Week 6,active,yes,yes,yes,Je ne veux pas de lait.,I do not want milk.,recent review; Week 7 cumulative practice item 48
W0499,notre,,our singular,listen and repeat,7,recent review from Week 5,active,yes,yes,yes,Notre famille est petite.,Our family is small.,recent review; Week 7 cumulative practice item 49
W0500,pain,un,bread,pan,7,recent review from Week 6,active,yes,yes,yes,Alex mange du pain.,Alex eats bread.,recent review; Week 7 cumulative practice item 50
W0501,nos,,our plural,listen and repeat,7,recent review from Week 5,active,yes,yes,yes,Nos livres sont sur la table.,Our books are on the table.,recent review; Week 7 cumulative practice item 51
W0502,soupe,une,soup,soop,7,recent review from Week 6,active,yes,yes,yes,La soupe est chaude.,The soup is hot.,recent review; Week 7 cumulative practice item 52
W0503,famille,une,family,fah-MEE,7,recent review from Week 5,active,yes,yes,yes,La famille Martin habite pres du parc.,The Martin family lives near the park.,recent review; Week 7 cumulative practice item 53
W0504,salade,une,salad,sah-LAHD,7,recent review from Week 6,active,yes,yes,yes,Je voudrais une salade verte.,I would like a green salad.,recent review; Week 7 cumulative practice item 54
W0505,mere,une,mother,mehr,7,recent review from Week 5,active,yes,yes,yes,Ma mere travaille aujourd hui.,My mother works today.,recent review; Week 7 cumulative practice item 55
W0506,sandwich,un,sandwich,sahn-DWEESH,7,recent review from Week 6,active,yes,yes,yes,Marc prend un sandwich.,Marc has a sandwich.,recent review; Week 7 cumulative practice item 56
W0507,pere,un,father,pehr,7,recent review from Week 5,active,yes,yes,yes,Son pere prend le bus.,His/her father takes the bus.,recent review; Week 7 cumulative practice item 57
W0508,pomme,une,apple,pohm,7,recent review from Week 6,active,yes,yes,yes,Samira a une pomme rouge.,Samira has a red apple.,recent review; Week 7 cumulative practice item 58
W0509,frere,un,brother,frehr,7,recent review from Week 5,active,yes,yes,yes,Mon frere a un livre bleu.,My brother has a blue book.,recent review; Week 7 cumulative practice item 59
W0510,fromage,un,cheese,fro-MAHZH,7,recent review from Week 6,active,yes,yes,yes,Je voudrais du fromage.,I would like some cheese.,recent review; Week 7 cumulative practice item 60
W0511,soeur,une,sister,suhr,7,recent review from Week 5,active,yes,yes,yes,Sa soeur est contente.,His/her sister is happy.,recent review; Week 7 cumulative practice item 61
W0512,dessert,un,dessert,deh-SEHR,7,recent review from Week 6,active,yes,yes,yes,Marc ne veut pas de dessert.,Marc does not want dessert.,recent review; Week 7 cumulative practice item 62
W0513,parents,,parents,listen and repeat,7,recent review from Week 5,active,yes,yes,yes,Mes parents sont a la maison.,My parents are at home.,recent review; Week 7 cumulative practice item 63
W0514,menu,un,menu,muh-NUU,7,recent review from Week 6,active,yes,yes,yes,Le menu est sur la table.,The menu is on the table.,recent review; Week 7 cumulative practice item 64
W0515,enfant,un,child,ahn-FAHN,7,recent review from Week 5,active,yes,yes,yes,L'enfant a une petite chaise.,The child has a small chair.,recent review; Week 7 cumulative practice item 65
W0516,serveur / serveuse,,server,listen and repeat,7,recent review from Week 6,active,yes,yes,yes,La serveuse est gentille.,The server is kind.,recent review; Week 7 cumulative practice item 66
W0517,bonjour,,hello / good day,bohn-ZHOOR,7,older review from Week 1,active,yes,yes,yes,"Bonjour, je m'appelle Alex.","Hello, my name is Alex.",older review; Week 7 cumulative practice item 67
W0518,numbers 0-10,,"zéro, un, deux, trois, quatre, cinq, six, sept, huit, neuf, dix","zay-ROH, uhn, duh...",7,older review from Week 2,active,yes,yes,yes,Samira a six ans. Alex a dix ans.,Samira is six years old. Alex is ten years old.,older review; Week 7 cumulative practice item 68
W0519,un,,a / an masculine,listen and repeat,7,older review from Week 3,active,yes,yes,yes,J'ai un livre dans mon sac.,I have a book in my bag.,older review; Week 7 cumulative practice item 69
W0520,petit / petite,,small,listen and repeat,7,older review from Week 4,active,yes,yes,yes,J'ai une petite cle dans mon sac.,I have a small key in my bag.,older review; Week 7 cumulative practice item 70
W0521,salut,,hi / bye,sah-LUU,7,older review from Week 1,active,yes,yes,yes,"Salut, Samira !","Hi, Samira!",older review; Week 7 cumulative practice item 71
W0522,j'ai,,I have,zhay,7,older review from Week 2,active,yes,yes,yes,J'ai un livre.,I have a book.,older review; Week 7 cumulative practice item 72
W0523,une,,a / an feminine,listen and repeat,7,older review from Week 3,active,yes,yes,yes,Samira a une lampe sur la table.,Samira has a lamp on the table.,older review; Week 7 cumulative practice item 73
W0524,grand / grande,,big / tall,listen and repeat,7,older review from Week 4,active,yes,yes,yes,Le bureau est grand.,The desk is big.,older review; Week 7 cumulative practice item 74
W0525,au revoir,,goodbye,oh ruh-VWAHR,7,older review from Week 1,active,yes,yes,yes,"Au revoir, Madame Dupont.","Goodbye, Madame Dupont.",older review; Week 7 cumulative practice item 75
W0526,il y a,,there is / there are,listen and repeat,8,place,active,yes,yes,yes,Il y a une banque pres du cafe.,There is a bank near the cafe.,new; Week 8 cumulative practice item 1
W0527,a gauche,,on the left,listen and repeat,8,directions,active,yes,yes,yes,La banque est a gauche.,The bank is on the left.,new; Week 8 cumulative practice item 2
W0528,a droite,,on the right,listen and repeat,8,directions,active,yes,yes,yes,Le cafe est a droite.,The cafe is on the right.,new; Week 8 cumulative practice item 3
W0529,tout droit,,straight ahead,listen and repeat,8,directions,active,yes,yes,yes,Marche tout droit jusqu au parc.,Walk straight ahead to the park.,new; Week 8 cumulative practice item 4
W0530,tourner,,to turn,listen and repeat,8,directions,active,yes,yes,yes,Tourne a gauche devant la banque.,Turn left in front of the bank.,new; Week 8 cumulative practice item 5
W0531,marcher,,to walk,listen and repeat,8,directions,active,yes,yes,yes,Alex marche au parc.,Alex walks to the park.,new; Week 8 cumulative practice item 6
W0532,prendre le bus,,to take the bus,listen and repeat,8,transport,active,yes,yes,yes,Je prends le bus pour aller en classe.,I take the bus to go to class.,new; Week 8 cumulative practice item 7
W0533,metro,un,subway,may-TROH,8,transport,active,yes,yes,yes,Le metro est pres de la gare.,The subway is near the station.,new; Week 8 cumulative practice item 8
W0534,station,une,station / stop,stah-SYOHN,8,transport,active,yes,yes,yes,La station est devant le parc.,The stop is in front of the park.,new; Week 8 cumulative practice item 9
W0535,gare,une,train station,gahr,8,transport,active,yes,yes,yes,La gare est loin du cafe.,The train station is far from the cafe.,new; Week 8 cumulative practice item 10
W0536,quartier,un,neighborhood,kar-TYAY,8,town,active,yes,yes,yes,Le quartier est calme.,The neighborhood is calm.,new; Week 8 cumulative practice item 11
W0537,rue,une,street,roo,8,town,active,yes,yes,yes,La rue est longue.,The street is long.,new; Week 8 cumulative practice item 12
W0538,parc,un,park,park,8,town,active,yes,yes,yes,Marc attend au parc.,Marc waits at the park.,new; Week 8 cumulative practice item 13
W0539,banque,une,bank,bahnk,8,town,active,yes,yes,yes,La banque est a gauche.,The bank is on the left.,new; Week 8 cumulative practice item 14
W0540,pharmacie,une,pharmacy,far-mah-SEE,8,town,active,yes,yes,yes,La pharmacie est pres de la banque.,The pharmacy is near the bank.,new; Week 8 cumulative practice item 15
W0541,boulangerie,une,bakery,boo-lahn-zhuh-REE,8,town,active,yes,yes,yes,La boulangerie a du pain.,The bakery has bread.,new; Week 8 cumulative practice item 16
W0542,ecole,une,school,ay-KOHL,8,town,active,yes,yes,yes,L'ecole est pres de la station.,The school is near the stop.,new; Week 8 cumulative practice item 17
W0543,bureau de poste,un,post office,boo-ROH duh pohst,8,town,active,yes,yes,yes,Le bureau de poste est a droite.,The post office is on the right.,new; Week 8 cumulative practice item 18
W0544,loin de,,far from,listen and repeat,8,place,active,yes,yes,yes,La gare est loin de ma maison.,The station is far from my house.,current support; Week 8 cumulative practice item 19
W0545,pres de,,near,listen and repeat,8,place,active,yes,yes,yes,Le cafe est pres du parc.,The cafe is near the park.,current support; Week 8 cumulative practice item 20
W0546,entre,,between,listen and repeat,8,place,active,yes,yes,yes,La banque est entre le cafe et la pharmacie.,The bank is between the cafe and the pharmacy.,current support; Week 8 cumulative practice item 21
W0547,en face de,,across from,listen and repeat,8,place,active,yes,yes,yes,L'ecole est en face du parc.,The school is across from the park.,current support; Week 8 cumulative practice item 22
W0548,jusqu a,,until / as far as,listen and repeat,8,directions,active,yes,yes,yes,Marche jusqu a la station.,Walk as far as the stop.,current support; Week 8 cumulative practice item 23
W0549,plan,un,map / plan,plahn,8,directions,active,yes,yes,yes,Samira regarde le plan du quartier.,Samira looks at the neighborhood map.,current support; Week 8 cumulative practice item 24
W0550,route,une,route,root,8,directions,active,yes,yes,yes,La route est facile.,The route is easy.,current support; Week 8 cumulative practice item 25
W0551,adresse,une,address,ah-DREHS,8,directions,active,yes,yes,yes,J'ai l'adresse du cafe.,I have the cafe address.,current support; Week 8 cumulative practice item 26
W0552,attendre,,to wait,listen and repeat,8,verbs,active,yes,yes,yes,Marc attend devant la boulangerie.,Marc waits in front of the bakery.,current support; Week 8 cumulative practice item 27
W0553,arriver,,to arrive,listen and repeat,8,verbs,active,yes,yes,yes,Alex arrive a la station.,Alex arrives at the stop.,current support; Week 8 cumulative practice item 28
W0554,partir,,to leave,listen and repeat,8,verbs,active,yes,yes,yes,Nous partons apres la classe.,We leave after class.,current support; Week 8 cumulative practice item 29
W0555,demander le chemin,,to ask directions,listen and repeat,8,directions,active,yes,yes,yes,Alex demande le chemin a Samira.,Alex asks Samira for directions.,current support; Week 8 cumulative practice item 30
W0556,je voudrais,,I would like,listen and repeat,8,recent review from Week 6,active,yes,yes,yes,"Je voudrais du cafe, s il vous plait.","I would like some coffee, please.",recent review; Week 8 cumulative practice item 31
W0557,est-ce que,,question marker,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,Est-ce que vous voulez une chemise ?,Do you want a shirt?,recent review; Week 8 cumulative practice item 32
W0558,du,,some masculine,listen and repeat,8,recent review from Week 6,active,yes,yes,yes,Alex prend du pain.,Alex takes some bread.,recent review; Week 8 cumulative practice item 33
W0559,qu est-ce que,,what,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,Qu est-ce que tu prends ?,What are you taking?,recent review; Week 8 cumulative practice item 34
W0560,de la,,some feminine,listen and repeat,8,recent review from Week 6,active,yes,yes,yes,Samira prend de la soupe.,Samira has some soup.,recent review; Week 8 cumulative practice item 35
W0561,combien,,how much / how many,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,Combien coute le sac ?,How much does the bag cost?,recent review; Week 8 cumulative practice item 36
W0562,de l',,some before vowel,listen and repeat,8,recent review from Week 6,active,yes,yes,yes,Je voudrais de l'eau.,I would like some water.,recent review; Week 8 cumulative practice item 37
W0563,ou,,where,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,Ou est le magasin ?,Where is the store?,recent review; Week 8 cumulative practice item 38
W0564,pas de,,not any,listen and repeat,8,recent review from Week 6,active,yes,yes,yes,Marc ne veut pas de dessert.,Marc does not want any dessert.,recent review; Week 8 cumulative practice item 39
W0565,quand,,when,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,Quand est-ce que tu vas au magasin ?,When do you go to the store?,recent review; Week 8 cumulative practice item 40
W0566,cafe,un,coffee / cafe,kah-FAY,8,recent review from Week 6,active,yes,yes,yes,Je voudrais un cafe chaud.,I would like a hot coffee.,recent review; Week 8 cumulative practice item 41
W0567,pourquoi,,why,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,Pourquoi est-ce que tu prends le bus ?,Why do you take the bus?,recent review; Week 8 cumulative practice item 42
W0568,eau,une,water,oh,8,recent review from Week 6,active,yes,yes,yes,Samira boit de l'eau.,Samira drinks water.,recent review; Week 8 cumulative practice item 43
W0569,comment,,how,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,Comment est la chemise ?,What is the shirt like?,recent review; Week 8 cumulative practice item 44
W0570,the,un,tea,tay,8,recent review from Week 6,active,yes,yes,yes,Madame Dupont prend du the.,Madame Dupont has tea.,recent review; Week 8 cumulative practice item 45
W0571,je veux,,I want,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,Je veux une robe rouge.,I want a red dress.,recent review; Week 8 cumulative practice item 46
W0572,lait,un,milk,leh,8,recent review from Week 6,active,yes,yes,yes,Je ne veux pas de lait.,I do not want milk.,recent review; Week 8 cumulative practice item 47
W0573,vous voulez,,you want,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,Vous voulez un cafe ?,Do you want a coffee?,recent review; Week 8 cumulative practice item 48
W0574,pain,un,bread,pan,8,recent review from Week 6,active,yes,yes,yes,Alex mange du pain.,Alex eats bread.,recent review; Week 8 cumulative practice item 49
W0575,je prends,,I take,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,Je prends le sac noir.,I take the black bag.,recent review; Week 8 cumulative practice item 50
W0576,soupe,une,soup,soop,8,recent review from Week 6,active,yes,yes,yes,La soupe est chaude.,The soup is hot.,recent review; Week 8 cumulative practice item 51
W0577,vous prenez,,you take,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,Vous prenez la chemise bleue ?,Are you taking the blue shirt?,recent review; Week 8 cumulative practice item 52
W0578,salade,une,salad,sah-LAHD,8,recent review from Week 6,active,yes,yes,yes,Je voudrais une salade verte.,I would like a green salad.,recent review; Week 8 cumulative practice item 53
W0579,magasin,un,store,mah-gah-ZAN,8,recent review from Week 7,active,yes,yes,yes,Le magasin est pres du cafe.,The store is near the cafe.,recent review; Week 8 cumulative practice item 54
W0580,sandwich,un,sandwich,sahn-DWEESH,8,recent review from Week 6,active,yes,yes,yes,Marc prend un sandwich.,Marc has a sandwich.,recent review; Week 8 cumulative practice item 55
W0581,vendeur / vendeuse,,salesperson,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,La vendeuse est gentille.,The salesperson is kind.,recent review; Week 8 cumulative practice item 56
W0582,pomme,une,apple,pohm,8,recent review from Week 6,active,yes,yes,yes,Samira a une pomme rouge.,Samira has a red apple.,recent review; Week 8 cumulative practice item 57
W0583,chemise,une,shirt,shuh-MEEZ,8,recent review from Week 7,active,yes,yes,yes,Samira veut une chemise bleue.,Samira wants a blue shirt.,recent review; Week 8 cumulative practice item 58
W0584,fromage,un,cheese,fro-MAHZH,8,recent review from Week 6,active,yes,yes,yes,Je voudrais du fromage.,I would like some cheese.,recent review; Week 8 cumulative practice item 59
W0585,robe,une,dress,rohb,8,recent review from Week 7,active,yes,yes,yes,La robe rouge est jolie.,The red dress is pretty.,recent review; Week 8 cumulative practice item 60
W0586,dessert,un,dessert,deh-SEHR,8,recent review from Week 6,active,yes,yes,yes,Marc ne veut pas de dessert.,Marc does not want dessert.,recent review; Week 8 cumulative practice item 61
W0587,manteau,un,coat,mahn-TOH,8,recent review from Week 7,active,yes,yes,yes,Le manteau noir est cher.,The black coat is expensive.,recent review; Week 8 cumulative practice item 62
W0588,menu,un,menu,muh-NUU,8,recent review from Week 6,active,yes,yes,yes,Le menu est sur la table.,The menu is on the table.,recent review; Week 8 cumulative practice item 63
W0589,pantalon,un,pants,pahn-tah-LOHN,8,recent review from Week 7,active,yes,yes,yes,Le pantalon est trop grand.,The pants are too big.,recent review; Week 8 cumulative practice item 64
W0590,serveur / serveuse,,server,listen and repeat,8,recent review from Week 6,active,yes,yes,yes,La serveuse est gentille.,The server is kind.,recent review; Week 8 cumulative practice item 65
W0591,chaussures,,shoes,listen and repeat,8,recent review from Week 7,active,yes,yes,yes,Les chaussures sont noires.,The shoes are black.,recent review; Week 8 cumulative practice item 66
W0592,bonjour,,hello / good day,bohn-ZHOOR,8,older review from Week 1,active,yes,yes,yes,"Bonjour, je m'appelle Alex.","Hello, my name is Alex.",older review; Week 8 cumulative practice item 67
W0593,numbers 0-10,,"zéro, un, deux, trois, quatre, cinq, six, sept, huit, neuf, dix","zay-ROH, uhn, duh...",8,older review from Week 2,active,yes,yes,yes,Samira a six ans. Alex a dix ans.,Samira is six years old. Alex is ten years old.,older review; Week 8 cumulative practice item 68
W0594,un,,a / an masculine,listen and repeat,8,older review from Week 3,active,yes,yes,yes,J'ai un livre dans mon sac.,I have a book in my bag.,older review; Week 8 cumulative practice item 69
W0595,petit / petite,,small,listen and repeat,8,older review from Week 4,active,yes,yes,yes,J'ai une petite cle dans mon sac.,I have a small key in my bag.,older review; Week 8 cumulative practice item 70
W0596,mon,,my masculine,listen and repeat,8,older review from Week 5,active,yes,yes,yes,Mon livre est sur le bureau.,My book is on the desk.,older review; Week 8 cumulative practice item 71
W0597,salut,,hi / bye,sah-LUU,8,older review from Week 1,active,yes,yes,yes,"Salut, Samira !","Hi, Samira!",older review; Week 8 cumulative practice item 72
W0598,j'ai,,I have,zhay,8,older review from Week 2,active,yes,yes,yes,J'ai un livre.,I have a book.,older review; Week 8 cumulative practice item 73
W0599,une,,a / an feminine,listen and repeat,8,older review from Week 3,active,yes,yes,yes,Samira a une lampe sur la table.,Samira has a lamp on the table.,older review; Week 8 cumulative practice item 74
W0600,grand / grande,,big / tall,listen and repeat,8,older review from Week 4,active,yes,yes,yes,Le bureau est grand.,The desk is big.,older review; Week 8 cumulative practice item 75
W0601,je me leve,,I get up,listen and repeat,9,routine,active,yes,yes,yes,Je me leve a sept heures.,I get up at seven o clock.,new; Week 9 cumulative practice item 1
W0602,tu te leves,,you get up,listen and repeat,9,routine,active,yes,yes,yes,Tu te leves tot le lundi.,You get up early on Monday.,new; Week 9 cumulative practice item 2
W0603,il se leve / elle se leve,,he/she gets up,listen and repeat,9,routine,active,yes,yes,yes,Elle se leve avant la classe.,She gets up before class.,new; Week 9 cumulative practice item 3
W0604,je me lave,,I wash,listen and repeat,9,routine,active,yes,yes,yes,Je me lave dans la salle de bain.,I wash in the bathroom.,new; Week 9 cumulative practice item 4
W0605,je me prepare,,I get ready,listen and repeat,9,routine,active,yes,yes,yes,Je me prepare dans ma chambre.,I get ready in my bedroom.,new; Week 9 cumulative practice item 5
W0606,je me couche,,I go to bed,listen and repeat,9,routine,active,yes,yes,yes,Je me couche a dix heures.,I go to bed at ten o clock.,new; Week 9 cumulative practice item 6
W0607,se reveiller,,to wake up,listen and repeat,9,routine,active,yes,yes,yes,Alex se reveille tot.,Alex wakes up early.,new; Week 9 cumulative practice item 7
W0608,s habiller,,to get dressed,listen and repeat,9,routine,active,yes,yes,yes,Samira s'habille le matin.,Samira gets dressed in the morning.,new; Week 9 cumulative practice item 8
W0609,se brosser les dents,,to brush teeth,listen and repeat,9,routine,active,yes,yes,yes,Marc se brosse les dents.,Marc brushes his teeth.,new; Week 9 cumulative practice item 9
W0610,matin,un,morning,mah-TAN,9,time,active,yes,yes,yes,"Le matin, je prends le bus.","In the morning, I take the bus.",new; Week 9 cumulative practice item 10
W0611,midi,,noon,listen and repeat,9,time,active,yes,yes,yes,"A midi, je mange une salade.","At noon, I eat a salad.",new; Week 9 cumulative practice item 11
W0612,apres-midi,,afternoon,listen and repeat,9,time,active,yes,yes,yes,"L'apres-midi, j'etudie.","In the afternoon, I study.",new; Week 9 cumulative practice item 12
W0613,soir,un,evening,swahr,9,time,active,yes,yes,yes,"Le soir, je revise.","In the evening, I review.",new; Week 9 cumulative practice item 13
W0614,tot,,early,listen and repeat,9,time,active,yes,yes,yes,Samira se leve tot.,Samira gets up early.,new; Week 9 cumulative practice item 14
W0615,tard,,late,listen and repeat,9,time,active,yes,yes,yes,Marc se couche tard.,Marc goes to bed late.,new; Week 9 cumulative practice item 15
W0616,toujours,,always,listen and repeat,9,frequency,active,yes,yes,yes,Je prends toujours mon cahier.,I always take my notebook.,new; Week 9 cumulative practice item 16
W0617,souvent,,often,listen and repeat,9,frequency,active,yes,yes,yes,Nous mangeons souvent au cafe.,We often eat at the cafe.,current support; Week 9 cumulative practice item 17
W0618,parfois,,sometimes,listen and repeat,9,frequency,active,yes,yes,yes,"Parfois, il pleut le matin.","Sometimes, it rains in the morning.",current support; Week 9 cumulative practice item 18
W0619,salle de bain,une,bathroom,sahl duh ban,9,rooms,active,yes,yes,yes,La salle de bain est petite.,The bathroom is small.,current support; Week 9 cumulative practice item 19
W0620,cuisine,une,kitchen,kwee-ZEEN,9,rooms,active,yes,yes,yes,Je mange dans la cuisine.,I eat in the kitchen.,current support; Week 9 cumulative practice item 20
W0621,chambre,une,bedroom,SHAHMBR,9,rooms,active,yes,yes,yes,Je me prepare dans ma chambre.,I get ready in my bedroom.,current support; Week 9 cumulative practice item 21
W0622,canape,un,sofa,kah-nah-PAY,9,furniture,active,yes,yes,yes,Le canape est dans le salon.,The sofa is in the living room.,current support; Week 9 cumulative practice item 22
W0623,armoire,une,wardrobe,ar-MWAHR,9,furniture,active,yes,yes,yes,L'armoire est pres du lit.,The wardrobe is near the bed.,current support; Week 9 cumulative practice item 23
W0624,miroir,un,mirror,mee-RWAHR,9,furniture,active,yes,yes,yes,Le miroir est dans la salle de bain.,The mirror is in the bathroom.,current support; Week 9 cumulative practice item 24
W0625,serviette,une,towel,sehr-VYEHT,9,home,active,yes,yes,yes,La serviette est propre.,The towel is clean.,current support; Week 9 cumulative practice item 25
W0626,savon,un,soap,sah-VOHN,9,home,active,yes,yes,yes,Il y a du savon dans la salle de bain.,There is soap in the bathroom.,current support; Week 9 cumulative practice item 26
W0627,est-ce que,,question marker,listen and repeat,9,recent review from Week 7,active,yes,yes,yes,Est-ce que vous voulez une chemise ?,Do you want a shirt?,recent review; Week 9 cumulative practice item 27
W0628,il y a,,there is / there are,listen and repeat,9,recent review from Week 8,active,yes,yes,yes,Il y a une banque pres du cafe.,There is a bank near the cafe.,recent review; Week 9 cumulative practice item 28
W0629,qu est-ce que,,what,listen and repeat,9,recent review from Week 7,active,yes,yes,yes,Qu est-ce que tu prends ?,What are you taking?,recent review; Week 9 cumulative practice item 29
W0630,a gauche,,on the left,listen and repeat,9,recent review from Week 8,active,yes,yes,yes,La banque est a gauche.,The bank is on the left.,recent review; Week 9 cumulative practice item 30
W0631,combien,,how much / how many,listen and repeat,9,recent review from Week 7,active,yes,yes,yes,Combien coute le sac ?,How much does the bag cost?,recent review; Week 9 cumulative practice item 31
W0632,a droite,,on the right,listen and repeat,9,recent review from Week 8,active,yes,yes,yes,Le cafe est a droite.,The cafe is on the right.,recent review; Week 9 cumulative practice item 32
W0633,ou,,where,listen and repeat,9,recent review from Week 7,active,yes,yes,yes,Ou est le magasin ?,Where is the store?,recent review; Week 9 cumulative practice item 33
W0634,tout droit,,straight ahead,listen and repeat,9,recent review from Week 8,active,yes,yes,yes,Marche tout droit jusqu au parc.,Walk straight ahead to the park.,recent review; Week 9 cumulative practice item 34
W0635,quand,,when,listen and repeat,9,recent review from Week 7,active,yes,yes,yes,Quand est-ce que tu vas au magasin ?,When do you go to the store?,recent review; Week 9 cumulative practice item 35
W0636,tourner,,to turn,listen and repeat,9,recent review from Week 8,active,yes,yes,yes,Tourne a gauche devant la banque.,Turn left in front of the bank.,recent review; Week 9 cumulative practice item 36
W0637,pourquoi,,why,listen and repeat,9,recent review from Week 7,active,yes,yes,yes,Pourquoi est-ce que tu prends le bus ?,Why do you take the bus?,recent review; Week 9 cumulative practice item 37
W0638,marcher,,to walk,listen and repeat,9,recent review from Week 8,active,yes,yes,yes,Alex marche au parc.,Alex walks to the park.,recent review; Week 9 cumulative practice item 38
W0639,comment,,how,listen and repeat,9,recent review from Week 7,active,yes,yes,yes,Comment est la chemise ?,What is the shirt like?,recent review; Week 9 cumulative practice item 39
W0640,prendre le bus,,to take the bus,listen and repeat,9,recent review from Week 8,active,yes,yes,yes,Je prends le bus pour aller en classe.,I take the bus to go to class.,recent review; Week 9 cumulative practice item 40
W0641,je veux,,I want,listen and repeat,9,recent review from Week 7,active,yes,yes,yes,Je veux une robe rouge.,I want a red dress.,recent review; Week 9 cumulative practice item 41
W0642,metro,un,subway,may-TROH,9,recent review from Week 8,active,yes,yes,yes,Le metro est pres de la gare.,The subway is near the station.,recent review; Week 9 cumulative practice item 42
W0643,vous voulez,,you want,listen and repeat,9,recent review from Week 7,active,yes,yes,yes,Vous voulez un cafe ?,Do you want a coffee?,recent review; Week 9 cumulative practice item 43
W0644,station,une,station / stop,stah-SYOHN,9,recent review from Week 8,active,yes,yes,yes,La station est devant le parc.,The stop is in front of the park.,recent review; Week 9 cumulative practice item 44
W0645,je prends,,I take,listen and repeat,9,recent review from Week 7,active,yes,yes,yes,Je prends le sac noir.,I take the black bag.,recent review; Week 9 cumulative practice item 45
W0646,gare,une,train station,gahr,9,recent review from Week 8,active,yes,yes,yes,La gare est loin du cafe.,The train station is far from the cafe.,recent review; Week 9 cumulative practice item 46
W0647,vous prenez,,you take,listen and repeat,9,recent review from Week 7,active,yes,yes,yes,Vous prenez la chemise bleue ?,Are you taking the blue shirt?,recent review; Week 9 cumulative practice item 47
W0648,quartier,un,neighborhood,kar-TYAY,9,recent review from Week 8,active,yes,yes,yes,Le quartier est calme.,The neighborhood is calm.,recent review; Week 9 cumulative practice item 48
W0649,magasin,un,store,mah-gah-ZAN,9,recent review from Week 7,active,yes,yes,yes,Le magasin est pres du cafe.,The store is near the cafe.,recent review; Week 9 cumulative practice item 49
W0650,rue,une,street,roo,9,recent review from Week 8,active,yes,yes,yes,La rue est longue.,The street is long.,recent review; Week 9 cumulative practice item 50
W0651,vendeur / vendeuse,,salesperson,listen and repeat,9,recent review from Week 7,active,yes,yes,yes,La vendeuse est gentille.,The salesperson is kind.,recent review; Week 9 cumulative practice item 51
